Date,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
193108,44.35,5.31,88.41,23.22,25.3,47.08,14.31,61.66,72.26,4.87,15.23,36.73,20.11,123.62,47.1,23.59,28.95,10.52,71.73,238.05,852.38,11.77,53.13,25.65,54.2,4.31,35.51,10.1,34.21,9.99
193109,44.89,6.05,84.78,24.86,23.65,46.56,13.94,61.28,72.83,4.89,14.76,36.75,19.63,128.32,45.15,22.87,29.5,10.22,78.13,221.53,859.33,11.8,54.81,25.88,50.39,4.37,36.44,10.21,34.33,9.82
193110,32.35,4.53,65.8,14.19,18.26,30.28,12.58,42.9,51.74,3.81,9.99,26.65,12.94,83.64,29.33,15.61,20.06,7.14,54.67,147.67,662.64,9.74,36.8,19.7,39.83,3.19,25.25,7.3,20.34,7.23
193111,35.64,5.63,69.73,16.89,14.85,34.73,12.26,47.7,54.13,3.88,10.52,27.16,14.09,92.71,32.86,17.53,23.79,7.2,62.53,162.68,691.4,9.97,40.44,21.91,38.34,3.41,28.74,8.1,22.79,7.57
193112,34.45,5.03,64.94,11.75,13.25,32.05,12.08,45.75,50.93,3.49,9.69,24.38,13.36,77.99,31.58,15.26,20.08,5.93,56.61,153.99,644,9.66,36.76,19.44,29.89,2.81,25.58,6.92,20.24,7.08
193201,30.52,4.64,60.23,7.95,10.35,29.1,10.17,43.55,47.39,3.24,7.89,17.91,10.89,65.95,28.92,12.54,17.27,4.55,45.83,132.96,581.57,7.5,31.92,17.02,25.24,2.18,21.59,5.86,15.6,6.12
193202,29.9,4.33,65.12,9.3,9.74,29.03,10.64,42.36,44.47,3.25,7.77,18.48,11.03,56.48,26.59,13.95,17.48,4.81,43.41,129.35,558.06,7.44,30.78,16.9,27.13,2.16,21.7,5.64,16.19,6.45
193203,32.03,5.1,69.56,9.88,9.5,29.86,10.73,42.61,49.9,3.34,8.55,19.32,10.8,61.33,26.67,14.17,17.09,4.64,46.74,137.29,622.98,7.59,30.83,18.61,25.88,2.24,22.83,6.05,18.39,6.57
193204,29.94,4.52,65.78,7.57,8.39,24.86,10.28,39.56,43.84,3.19,7.26,16.07,9.34,50.19,20.73,11.07,15.92,3.84,47.41,123.51,550.15,7.39,28.3,17.02,21.24,1.26,20.68,5.52,15.89,5.63
193205,25.89,4.05,59.24,5.75,7.16,22.22,9.76,31.7,29.09,2.8,6.09,12.92,7.43,38.62,14.73,9.24,13.59,3.17,40.85,104.1,481.95,7.03,20.64,11.97,15.93,1.18,17.49,4.43,12.81,4.66
193206,20.24,3.02,45.98,3.21,5.17,17.54,9.96,20.28,25.79,2.16,5.01,9.95,5.79,25.59,11.78,6.93,12.08,2.47,38.07,75.24,429.87,6.87,17.34,9.94,10.44,0.75,12.76,3.27,9.54,3.91
193207,20.04,3.61,48.19,3.54,3.65,12.28,8.95,22.2,23.56,2.05,5.03,10.36,5.15,27.85,10.79,7.48,10.27,2.51,39.52,76.37,390.21,5.35,18.99,9.52,9.8,0.81,12.59,3.33,9.97,3.57
193208,27.11,4.27,60.05,5.88,5.28,16.24,7.06,28.65,30.24,2.68,6.76,16.8,7.4,43.31,15.9,10.72,14.98,3.92,53.21,98.58,455.35,6.66,22.67,11.57,15.78,0.93,16,4.17,15.16,4.66
193209,33.58,5.99,70.05,9.79,7.41,20.52,8.97,38.31,41.04,4.41,9.29,26.73,11.21,64.96,23.36,15.53,19.37,8.83,63.13,140.53,583.62,6.61,30.06,16.29,26.04,1.46,21.15,5.19,24.17,6.4
193210,32.77,5.81,69.5,8.7,7.48,20.56,8.95,33.56,43.23,3.91,9.46,24.03,10.67,60.8,24.67,17.07,18.13,8.29,56.51,133.47,573.76,6.4,28.51,15.74,25.27,1.83,21.67,5.17,22.34,5.71
193211,30.16,5.07,59.74,6.44,5.76,18.02,8.16,27.3,36.1,3.4,7.96,20.24,8.28,47.85,18.57,13.3,16.81,6.53,54.76,118.83,527.11,6.22,25.15,14.96,20.31,1.45,18.93,4.44,18.5,5.24
193212,28.68,4.8,54.18,6.21,6.3,17.05,7.81,28.19,35.24,3.07,7.47,15.67,7.69,43.36,18.19,12.38,17.17,5.26,51.96,113.65,521.22,6.23,23.84,14.48,18.3,1.3,17.71,4.14,17.82,4.65
193301,30.35,5.12,54.02,5.43,5.57,17.32,7.55,29.95,39.66,2.85,7.51,14.35,7.84,45.12,19.12,13.08,16.68,4.85,52.01,123.5,529.07,6.06,25.34,15.78,19.26,1.17,18.55,4.24,19.2,4.45
193302,30.41,4.32,60.14,4.11,5.56,15.83,8.34,29.57,41.18,2.78,7.41,14.73,8.36,44.94,19.16,14.31,16.62,5.31,50.21,117.9,530.67,6.62,26.42,17.28,22.02,1.08,18.35,4.61,19.48,4.38
193303,27.4,3.82,54.24,3.31,4.41,12.46,7.95,25.9,35.74,2.57,6.17,12.22,6.37,34.86,14.46,11.77,15.23,4.07,42.95,93.6,489.43,5.91,22.64,15.01,18.27,1,14.89,3.77,15.51,4.09
193304,30.39,4.8,57.91,2.94,5.1,13.9,8.52,24.92,37.2,2.63,6.91,14.01,7.87,37.15,15.86,13.27,16.47,4.44,44.71,81.18,449.62,5.89,23.34,16,19.44,1,16.14,3.76,14.33,4.1
193305,40.43,6.19,77,4.77,7.72,21.82,12.05,34.15,54.39,4.02,9.64,25.76,12.03,59.29,28.84,19.51,20.78,6.02,62.15,101.58,509.07,5.98,32.32,22.74,24.83,1.45,23.03,4.12,20.46,5.95
193306,44.85,11.61,83.51,7.35,9.62,25.72,15.17,41.71,69.81,5.61,13.86,31.44,15.96,70.52,37.51,24.49,27.53,7.93,74.26,120.35,597.5,6.66,39.46,25.99,32.86,2.28,27.85,5.14,25.77,8.61
193307,48.89,17.28,92.32,8.86,11.05,27.34,14.87,46.26,77.14,6.64,18.97,34.32,19.14,73.4,44.93,29.5,30.83,9.16,81.25,136.8,649.17,5.53,40.24,27.27,35.41,3.41,32.01,5.7,29.2,9.59
193308,44.82,14.7,90.35,8.21,8.53,24.66,14.23,37.39,69.93,5.6,16.12,30.83,15.29,65.07,41.86,24.55,28.09,6.93,71.78,123.55,620.83,5.47,36.05,25.53,33.81,2.94,27.7,4.77,25.56,9.31
193309,48.73,19.57,98.94,10.61,10.42,27.43,15.05,36.78,84.63,6.2,18.45,34.38,18.28,73.83,49.89,30.43,32.87,8.1,85.41,121.16,648.94,5.37,40.15,28.26,39.59,3.31,29.51,5.15,27.91,11.36
193310,44.08,18.44,94.61,9.73,7.65,24.09,13.11,36.16,77.91,5.55,15.71,31.29,15.37,59.36,42.33,25.96,34.58,6.44,83.5,96.84,614.63,5.21,35.33,27.04,31.49,2.59,26.92,4.51,23.08,10
193311,40.39,17.24,83.59,8.49,7.13,22.36,12.62,33.96,73.92,5,14.63,27.35,14.54,52.9,37.97,22.31,32.93,5.29,79.67,89.42,570.47,8.77,32.85,26.1,27.53,2.39,24.84,3.75,20.08,9.23
193312,42.73,16,86.71,8.9,7.11,24.03,13.83,36.66,84.77,5.15,16.13,30.34,16.45,63.15,47.15,25.1,32.79,5.71,90.81,86.24,602.61,8.76,37.65,28.87,29.19,2.57,28.36,3.98,21.39,9.79
193401,41.05,15.76,81.64,8.5,7.32,22.98,13.45,32.24,90.39,5.47,16.67,31.82,16.78,63.25,51.66,27.06,32.21,5.49,89.61,86.98,568.84,8.62,38.78,29.75,31.13,2.36,29.63,3.93,22.74,10.55
193402,45.06,18.18,86.87,9.9,9.23,25.19,15.64,37.63,94.45,6.71,19.41,35.89,19.89,74.21,58.37,33.6,32.86,6.91,97.07,104.67,602.77,9.02,43.93,30.76,37.56,2.97,34.56,5.11,28.07,11.94
193403,42.05,15.91,83.36,10.82,9.33,25.28,15.08,35.78,91.65,6.78,18.11,35.18,19.03,68.14,56.64,30.54,33.65,6.91,93.33,101.88,615.56,8.98,43.01,31.43,36.15,3.13,35.42,5.4,27.58,12.49
193404,42.6,16.36,82.24,11.32,9.87,23.73,14.65,35.44,90.62,6.81,17.79,34.74,18.93,72.22,56.43,30.66,35.13,6.43,91.95,99.82,612.22,9.11,41.07,30.94,36.1,3.21,36.13,5.75,27.63,12.29
193405,43.87,16.18,85.61,10.91,10.86,23.52,14.42,38.25,87.56,6.64,17.53,33.55,18.14,69.04,52.7,29.81,34.04,6.32,92.29,95.93,604.54,9.17,42.16,31.63,35.53,3.27,35.57,5.41,27.33,12.15
193406,41.93,13.33,86.2,10.62,10.02,22.08,13.66,37.62,80.92,5.84,15.64,29.32,15.69,63.43,45.48,26.05,34.27,5.74,87.62,87.64,578.52,9.04,40.74,29.2,32.29,2.96,32.78,4.67,25.05,11.03
193407,42.91,17.12,84.24,11.57,9.78,23.45,14.72,25.4,84.53,5.73,16.38,31.69,15.54,63.99,43.73,25.4,35.39,5.92,86.34,91.03,574.97,9.14,41.39,30.52,31.85,2.89,32.93,4.51,25.69,11.74
193408,40.44,12.95,83.45,8.69,7.78,21.18,13.47,24.91,80.06,4.7,13.62,26.5,12.69,54.89,37.42,20.88,31.56,4.55,78.15,75.2,549.97,8.93,38.33,29.28,25.53,2.4,30.25,3.75,21.76,10.99
193409,42.05,14.8,85.91,10.58,8.09,22.77,13.7,23.85,84.37,4.95,15.02,28.83,13.98,58.83,40.85,21.43,34.52,4.94,82.46,75.85,564.04,5.49,40.41,30.73,26.2,2.63,31.49,4.05,22.99,11.66
193410,41.14,14.54,87.54,11.58,7.92,22.02,13.78,23.97,84.9,5.14,14.98,27.54,14.3,58.02,41.07,20.91,35.69,5.12,80.26,76.85,564.28,5.63,40.33,31.17,26.58,2.64,32.23,3.92,23.76,11.62
193411,40.59,15.01,89.89,11,7.75,23.21,14.14,23.78,84.98,4.9,15.39,26.31,14.56,55.29,40.01,21.21,33.29,5.09,76.38,70.87,554.76,9.21,42.69,31.39,25.7,2.84,32.74,3.79,24.17,12.01
193412,43.41,18.03,97.42,12.49,9.06,25.89,15.04,24.46,92.03,5.66,17.64,29.72,17.6,63.87,46.8,25.66,32.77,5.36,81.18,69.8,545.14,9.43,46.88,33.9,27.08,3.17,35.72,4.17,26.27,13.57
193501,43.05,18.4,93.66,12.25,9.19,26.03,15.4,24.53,91.47,5.38,17.73,30.87,19.02,66.95,48.45,25.88,33.25,5.38,81.64,63.48,530.76,5.89,46.74,35.36,27.26,3.28,35.07,4.3,26.38,13.5
193502,42.75,16.73,91.49,11.33,8.82,26.27,15.25,24.31,90.06,5.26,17.14,29.06,18.85,68.5,46.04,25.04,31.34,4.97,78.05,61.34,528.3,5.21,45.92,35.36,25.15,2.92,33.23,4.08,24.92,12.71
193503,43.85,17.02,91.46,10.8,8.54,27.78,15.09,25.05,89.7,4.98,16.42,27.08,18.91,66.96,44.22,22.91,30.91,4.5,74.95,53.19,533.78,5.6,48.08,37.42,23.24,2.85,32.89,3.96,24.51,12.28
193504,41.88,16.82,85.44,10.23,8.35,25.84,14.52,24.18,86.69,4.45,15.22,25.9,17.54,62.5,42.4,20.93,31.92,3.97,72.14,59.48,518.74,5.42,47.47,36.51,21.05,2.62,31.3,3.79,23.79,11.64
193505,43.4,16.06,93.11,11.24,9.19,27.19,15.18,24.94,94.11,4.72,16.84,29.56,19.14,68.19,44.65,20.77,34.73,4.29,83.34,65.99,566.09,5.5,57.19,37.69,23.39,2.69,33.36,3.61,25.26,12.58
193506,43.36,15.8,94.63,12.65,9.43,26.9,15.48,23.64,96.65,4.79,17.36,29.42,19.61,70.71,45.56,21.18,35.92,3.98,85.94,74.4,613.53,5.93,57.64,38.69,23.89,2.64,34.07,3.64,26.68,12.88
193507,46.3,17.54,97.98,13.72,9.75,27.36,15.64,24.53,102.38,5.69,19.24,27.9,22.5,77.24,47.94,21.32,35.35,4.14,95.66,81.05,635.19,5.93,60.93,42.93,25.49,2.66,35.64,3.78,28.46,13.6
193508,46.01,17.76,105.35,14.23,9.98,29.34,16.31,25.3,107.34,6.23,21.63,33.39,25.98,88.05,58.15,24.53,35.76,4.42,95.63,88.42,671.63,6.03,62.04,45.13,27.66,2.63,38.33,3.88,30.71,14.2
193509,45.28,19.48,104.76,16.1,9.72,29.69,16.13,25.08,112.22,6.28,21.85,35.54,26.49,92.13,62.45,24,34.01,4.52,93.42,94.13,698.97,6.94,62.24,43.78,27.91,2.98,39.31,4.08,33.49,14.18
193510,45.4,21.01,105.69,17.68,9.84,29.75,16.01,25.3,119.79,7.22,22.35,36.94,27.99,99.44,69.24,22.61,34.05,4.49,90.09,91.94,717.72,6.96,65.76,47.96,28.08,3.08,38.94,4.16,32.68,14.76
193511,47.97,24.22,107.33,18.33,11.13,29.72,16.52,26.79,124.43,7.72,25.4,39.01,30.28,107.45,78.62,24.22,33.57,4.29,102.37,104.72,740.01,12.07,72.23,49.74,27.81,3.23,39.35,4.4,35.26,15.79
193512,48.85,23.6,106.23,20.94,12.48,28.76,16.82,26.97,126.49,7.81,26.72,41.83,31.68,116.41,80.39,27.42,36.32,4.76,107.02,104.94,811.96,13.21,72.58,50.13,31.79,3.61,40.1,5.11,39.73,17.24
193601,50.5,23.24,105.14,21.23,12.61,30.09,17.06,27.54,127.59,8.06,29.08,43.61,32.75,121.08,85.36,30.73,38.85,4.69,122.17,110.51,798.98,13.24,73.13,47.91,32.68,3.63,39.46,5.12,41.61,17.36
193602,52.05,21.55,108.62,24.06,13.18,30.56,17.75,28.48,134.42,8.77,31.18,46.51,35.34,130.05,88.76,33.49,42.68,5.07,142.86,124.25,832.25,13.42,76.36,44.65,37.53,3.9,38.12,6.06,44.04,17.33
193603,53.22,23.52,104.33,24.59,14.57,30.19,18.51,29.17,137.94,8.82,32.86,51.32,37.6,128.77,91.66,35.94,43.65,5.52,144.13,115.43,886.93,13.46,78.68,44.48,39.16,3.69,39.01,6.41,43.66,16.55
193604,52.27,23.32,99.42,23.2,15.46,32.95,18.1,30.14,141.55,8.93,32.53,52.14,40.47,127.51,101.02,35.62,41.73,5.17,146.64,115.89,846.56,12.48,79.03,44.83,37.94,3.66,39.29,6.63,42.5,16.75
193605,49.74,20.82,96.85,20.44,13.64,29.31,17.02,27.35,132.2,7.91,28.79,46.4,36.12,115.39,91,31.13,39.34,4.47,131.43,105.98,798,12.43,73.5,43.7,35.09,3.21,37.99,5.88,39.24,15.66
193606,52.71,20.41,100.85,20.13,13.61,28.71,17.28,28.37,139.87,8.13,30.1,49.36,38.95,123.19,93.32,34.88,40.52,4.6,129.77,115.49,849.55,13.15,74.83,45.04,37.34,3.38,40.32,6.2,44.36,15.64
193607,51.78,17.17,96.83,18.49,13.15,28.98,17.18,46.06,139.8,9.58,30.43,48.93,36.71,117.03,97.81,34.97,34.78,4.37,129.28,119.91,859.01,12.67,77.47,36.69,37.5,3.75,41.41,6.24,44.82,20.63
193608,52.85,18.23,99.76,20.95,13.66,29.31,17.38,48.19,152.32,10.33,34.23,54.03,37.23,133.79,102.65,38.75,36.68,4.74,135.22,133.7,880,9.31,82.58,35.92,42.59,4.05,43.87,6.83,47.79,20.43
193609,53.26,19.8,99.24,22.63,14.52,29.86,17.04,47.21,149.45,10.35,34.66,57.36,37.52,139.35,100.58,40.04,37.36,4.98,133.57,131.53,895.48,9.58,80.95,34.9,43.36,4.07,44.75,6.96,47.89,20.47
193610,52.19,20,97.85,23.35,14.62,30.7,16.95,47.34,151.79,10.9,34.34,58.92,38.75,135.44,103.75,42.47,36.12,5.17,135.43,128.56,887.05,10.97,81.8,35.55,44.22,4.21,45.79,7.5,48.74,20.97
193611,54.31,20.45,99.02,25.09,15.18,34.26,17.38,49.11,160.16,11.8,36.58,66.3,41.89,144.21,109.07,42.13,44.39,5.15,152.28,135.69,932.15,11.15,84.39,36.58,47.15,4.49,50.94,7.87,51.36,21.44
193612,56.23,21.99,101.34,28.07,15.31,35.16,17.98,50.45,166.8,13.05,39.52,68.87,44.04,150.7,105.9,44.9,45.42,5.36,153.72,130.82,968.21,11.72,88.65,37.7,44.98,5.2,56.08,8.51,54.23,22.72
193701,55.51,19.93,97.63,29.06,15.13,37.32,18.02,48.53,162.49,12.78,39.92,71.68,45.78,155.17,97.85,47.95,45.98,5.34,167.97,128.22,952.73,11.81,89,37.25,43.84,5.07,50.51,7.9,56.91,23.65
193702,56.59,20.11,100.18,30.04,15.37,41.73,18.09,50.21,165.11,13.4,43.04,76.08,47.75,174.13,104.95,50.26,45.93,5.46,171.88,131.4,944.66,11.9,88.52,36.7,44.31,5.3,50.31,7.97,56.74,24.8
193703,57.64,21.42,97.76,30.35,15.03,40.85,18.38,48.07,163.55,13.18,41.67,84.2,47.48,169.9,104.37,50.29,51.13,5.47,177.94,125.12,915.72,13.2,89.76,35.94,46.82,5.09,51.61,8.35,56.52,25.93
193704,58.67,22.18,90.51,30.43,13.77,40.64,17.81,45.4,159.4,12.51,41.46,89.99,47.1,160.8,101.03,48.03,54.14,5.8,183.88,116.88,885.01,12.7,86.11,39.15,49.16,5.28,50,7.9,54.19,25.27
193705,54.24,20.06,86.74,28.91,12.23,39.52,17.2,43.88,151.86,11.44,37.35,76.1,45.42,148.45,92.91,42.66,45.66,5.19,174.1,107.89,838.56,11.42,79.58,36.05,46.79,4.73,46.29,6.92,50.43,23.27
193706,53.92,19.95,86.2,28.68,10.89,38.11,17.1,44.19,154.5,11,37.66,76.44,45.79,146.81,89.68,42,44.67,5.09,172.22,101.44,851.39,11.45,83.98,36.3,44.88,4.69,43.93,7.03,48.72,23.39
193707,49.48,18.98,84.29,26.68,9.53,32.32,15.73,38.25,148.67,10.14,35.91,70.83,45.93,130.13,77.82,37.83,42.16,4.43,167.11,91.99,852.59,11.56,73.39,33.41,39.3,5.91,43.12,6.48,43.28,22.73
193708,51.05,20.37,90.32,30.52,10.22,34.9,16.72,39.82,155.97,11.16,40.1,79.84,50.39,142.59,87.86,40.29,46.28,4.55,180.9,109.61,880.48,11.6,80.2,36.45,40.91,6.35,47.57,6.84,50.08,23.42
193709,49.64,19.82,87.78,29.41,9.67,32.96,16.11,40.03,151.05,10.6,37.99,75.05,48.08,133.12,84.41,37.53,44.36,4.52,172.68,97.73,858.12,11.82,79.92,35.45,38,6.07,45.29,6.54,42.53,23.26
193710,44.02,17.45,83.81,24.65,7.56,28.47,14.37,35.49,136.19,8.36,30.32,56.11,40.15,111.33,73.51,28.44,36.31,3.74,149.73,85.91,828.72,10.98,71.36,31.45,31.76,4.84,38.81,5.52,35.97,19.1
193711,40.6,15.61,80.11,22.03,6.37,26.22,12.76,34.21,119.78,7.2,26.01,46.39,33.23,103.49,63.74,25.16,36.95,3.26,139.23,81.4,784.32,10.38,65.62,29.24,27.23,4.5,36.02,5.19,32.93,17.55
193712,37.98,14.93,75.63,17.74,5.51,24.01,11.09,32.13,107.13,6.05,24.44,41.83,28.47,99.3,51.94,23.15,35.86,2.9,120.96,82.98,756.16,10.18,58.61,25.79,24.9,4,30.48,4.74,29.91,15.75
193801,36.84,13.53,74.25,15.19,4.77,22.56,10.53,31.08,107.52,5.37,22.17,40.63,26.84,95.59,43.31,25.13,34.91,2.57,119,73.54,733.1,9.94,58.27,22.27,22.56,3.29,28.12,4.23,27.11,13.57
193802,38.2,13.24,74.2,15.97,5.3,23.36,11.31,32.15,105.7,5.84,20.68,40.25,26.02,92.18,48.48,23.91,37.68,2.59,119.47,69.16,715.24,9.99,58.32,23.94,22.05,3.46,29.69,4.25,26.85,13.55
193803,39.63,14.39,74.8,16.4,5.45,24.25,11.55,34.7,113.71,6.17,23.13,43.18,28.94,96,50.06,26.09,36.4,2.64,130.21,71,698.62,10.03,60.83,26.11,23.57,3.68,32.3,4.59,28.65,14.13
193804,32.9,10.76,65.4,11.1,3.91,19,9.39,29.46,87.64,4.53,16.85,30.03,21.22,65.86,36.3,18.49,29.12,1.78,97.27,56.74,565.59,9.52,47.85,21.21,15.27,2.8,25.03,3.47,21.12,10.73
193805,37.24,11.95,71.62,13.66,4.78,22.28,10.38,32.93,93.67,5.08,20.55,34.89,25.01,77.17,41.65,23.39,33.8,2.06,112.61,64.99,641.79,9.75,55.43,23.64,17.29,3.57,28.94,4.03,24.61,12.34
193806,36.99,11.57,72.21,12.62,4.61,21.87,9.78,33.27,90.02,4.7,18.58,31.08,22.58,74.4,38.51,21.72,32.41,1.88,104.98,65.77,647.12,13.23,54.29,23.16,16.41,3.42,27.66,3.89,23.35,11.23
193807,41.52,13.86,79.89,17.5,6.09,25.04,10.59,36.38,109.78,6.38,25.53,42.33,29.06,97.08,50.42,26.11,41.99,2.46,121.98,83.24,579.17,2.15,65.16,25.98,20.53,4.21,33.9,4.52,25.86,15.77
193808,43.33,15.35,85.64,18.21,6.72,27.22,11.94,38.47,116.46,7.8,27.64,45.62,30.52,101.64,60.69,28.42,45.96,2.72,130.77,83.55,586.57,2.61,70.5,26.88,23.21,4.56,37.54,5.1,28.01,17.49
193809,41.11,14.45,83.23,18.6,6.21,27.09,11.38,38.39,116.57,7.23,28.02,44.02,28.81,101.1,63.94,26.59,44.95,2.7,118.69,78.28,588.15,2.52,68.5,25.69,21.93,4.31,36.4,4.93,26.86,17.41
193810,40.85,14.3,84.27,18.3,6.05,27.25,11.54,38.16,119.37,7.12,28.33,44.89,28.95,102.98,64.34,26.1,43.85,2.56,119.53,78.92,584.17,2.4,68.15,25.75,21.76,4.31,36.35,4.82,26.63,17.82
193811,42.9,16.52,87.1,20.76,6.59,29.64,11.9,40.29,127.55,7.8,31.04,51.18,31.13,115.51,68.87,32.59,45.95,2.78,117.44,95.27,604.94,2.49,71.73,27.84,24.85,4.63,39.23,5.15,29.9,18.54
193812,41.44,16.86,85.26,20.27,6.16,28.63,11.26,40.65,126.5,7.32,29.62,50.48,29.61,108.42,66.99,33.75,44.83,2.9,116.58,87.85,608.78,2.34,71.28,26.39,25.23,3.91,38.76,5.21,29.44,19.42
193901,42.38,16.08,87.55,19.99,6.08,28.89,11.15,40.78,133.32,7.46,31.24,52.74,30.61,111.15,68.42,38.41,44.91,2.9,121.91,91.06,615.27,2.22,73.17,27.69,28.1,4.22,38.96,5.1,29.26,21.42
193902,41.57,14.54,85.62,17.52,5.68,28.32,11.54,40.37,124.54,7.02,27.79,45.92,27.97,102.35,62.65,34.06,42.68,2.59,114.15,91.81,626.39,2.05,68.33,25.32,24.98,3.8,37.73,4.75,27.33,19.04
193903,43.03,15.69,84.74,18.14,5.73,28.95,11.9,41.66,125.35,7.18,28.61,47.91,29.34,106.2,66.47,35.43,41.64,2.72,112.21,99.22,648.39,2.13,68.51,25.57,26.92,3.81,39.85,5.01,28.51,19.04
193904,40.47,13.41,81.04,14.15,4.57,27.09,10.95,39.63,114.86,6.09,22.44,37.65,24.2,86.76,54.6,26.84,37.46,2.2,102.79,85.37,625.03,1.8,62.31,22.39,22.04,3.4,35.94,4.25,25.65,15.47
193905,41.04,13.04,85.11,14.35,4.77,27.18,10.88,40.01,112.86,5.99,22.19,36.54,23.95,86.26,54.91,27.73,37.39,2.18,101.56,87.66,642.22,1.85,57.74,22.21,21.53,3.38,35.73,4.3,24.79,15.23
193906,43.47,13.78,87.93,16.34,5.2,28.9,11.17,41.98,119.4,6.47,24.64,39.24,26.06,92.36,58.52,30.1,37.96,2.31,103.43,92.81,677.84,1.9,63.92,23.31,23.85,3.6,39.73,4.44,26.98,16.67
193907,41.9,13.12,87.7,15.76,5.91,28.55,11.13,42.48,112.76,6.07,22.31,35.33,23.74,83.71,53.95,26.66,33.89,1.94,97.46,89.43,537.68,13.25,62.3,22.54,21.64,3.66,38.03,4.17,24.65,14.96
193908,44.74,13.56,90.68,18.43,6.47,30.83,11.99,43.77,124.48,7.07,25.32,41.94,26.39,97.31,63.18,30.1,37.52,2.14,100.14,100.5,572.67,2.46,68.22,24.39,24.5,3.89,41.31,4.22,27.3,17.78
193909,41.23,12.21,84.16,15.51,5.55,29.03,11.12,41.17,120.91,6.27,22.75,38.19,23.5,88.93,57.93,26.46,34.92,2.01,95.72,93.8,548.56,2.03,63.06,23.45,22.35,3.51,38.05,3.71,24.76,16.29
193910,43.55,12.64,81.5,13.17,6.87,30.38,13.81,43.86,141.28,7.84,25.39,54.91,31.65,104.86,72.02,39.45,39.52,3.85,119.49,96.84,553.99,2.11,61.93,29.34,31.47,3.66,38.55,3.77,28.46,16.4
193911,44.58,13.16,85.88,15.22,6.71,31.18,13.3,43.93,136.92,7.91,26.03,52.25,29.97,101.71,70.62,40.73,40.35,3.45,114.74,98.57,570.91,2.23,64.7,28.26,30.48,3.72,40.75,3.94,28.42,16.92
193912,43.74,12.59,86.62,13.86,5.89,31.06,13.13,44.25,131.8,7.4,24.54,46.8,27.38,97.17,67.15,35.92,38.42,2.72,106.86,96.44,576.31,1.91,63.81,27.12,28.05,3.61,39.38,3.81,28.18,16.17
194001,44.82,12.52,90.31,14.19,6.09,32.19,12.58,45.59,137.14,7.54,24.76,47.54,28.82,101.3,69.55,38.12,37.67,2.88,106.45,98.74,585.18,1.8,64.01,28.6,28.6,3.31,40.29,3.73,28.38,16.17
194002,45.38,12.61,92.07,14.35,6.18,32.95,12.73,44.75,133.38,7.53,24.34,43.03,27.02,96.26,66.56,35.65,36.91,2.76,104.01,98.32,584.48,1.93,62.51,28.29,27.26,3.21,39.8,3.77,28.44,16.82
194003,45.41,12.88,93.13,14.28,6.25,33.43,12.85,45.2,136.26,7.45,23.73,45.13,27.15,96.05,67.23,36.32,36.67,2.9,104.31,96.45,590.45,2.24,61.33,29.13,27.55,3.31,40.53,3.87,28.55,17.06
194004,46.27,13.45,93.51,14.33,6.36,33.5,12.51,45.83,139.13,7.51,23.94,45.34,27.95,99.59,69.48,37.03,37.1,2.94,106.05,97.8,589.75,2.37,60.74,28.88,28.34,3.47,41.59,4.1,28.99,17.47
194005,46.97,13.22,101.51,13.24,6.35,33.55,12.87,45.67,140.1,7.35,23.69,45.5,27.99,97.33,70.39,36.9,36.57,2.98,106.09,96.04,591.68,2.3,60.92,30.71,28.33,3.38,41.39,4.14,28.72,17.34
194006,36.54,9.41,82.88,8.99,4.42,25.94,10.21,35.71,112.29,5.26,16.69,34.96,21.15,76.47,50.95,29.34,28.75,2.15,79.02,76.23,507.92,1.5,48.95,22.73,21.38,2.34,31.13,3.13,21.19,11.56
194007,37.51,9.86,88.15,9.98,4.99,27.17,10.94,35.44,112.8,5.6,17.71,35.57,22.07,80.29,52.2,27.54,27.69,2.44,82.31,87.63,544.65,1.52,46.25,23.84,23.77,3.22,33.85,3.26,20.85,12.65
194008,37.59,10.76,86.34,10.07,5.28,28.24,10.42,35.24,116.07,6.19,19.79,37.05,23.3,85.16,55.22,28.79,27.73,2.48,84.73,87.36,555.37,1.6,47.21,24.4,24.69,3.21,35.3,3.32,21.73,13.57
194009,37.9,10.85,86.76,10.37,5.25,27.09,10.65,34.22,118.5,6.47,20.72,37.6,23.5,87.05,58.21,29.96,27.71,2.56,85.26,85.83,553.24,1.68,49.68,24.79,26.21,3.17,36.07,3.3,22.23,14.12
194010,38.49,11.31,88.7,10.53,5.33,28.4,10.86,35.58,121.9,6.83,21.4,39.61,25.01,89.74,59.84,30.8,29.22,2.7,83.09,83.57,554.85,1.77,51.77,25.07,27.14,3.57,37.09,3.41,21.88,15.06
194011,38.03,11.07,85.46,11.61,5.51,25.66,10.84,34.5,121.17,7.09,21.88,44.63,26.93,91.43,62.41,32.52,30.39,2.74,88.23,86.37,563.78,1.76,53.6,24.72,28.47,3.55,37.06,3.46,23.23,14.95
194012,37.48,11.8,87.94,12.59,5.4,25.67,10.76,33.64,114.22,7,21.12,44.85,26.75,86.03,60.99,32.46,32.14,2.88,88,74.45,566.84,1.83,54.01,23.71,27.2,3.3,35.84,3.66,23.21,17.07
